Filename,Output Value,Class
A171222.143104.dat.png,5.08470202476019e-06,fakeA_lbd_10
A180419.170906.dat.png,2.897427523601559e-12,fakeA_lbd_10
A180420.145643.dat.png,0.22462685406208038,fakeA_lbd_10
A180421.172420.dat.png,0.009281771257519722,fakeA_lbd_10
A180421.174714.dat.png,0.11815894395112991,fakeA_lbd_10
A180423.140652.dat.png,0.0,fakeA_lbd_10
A180423.151819.dat.png,9.890349019769928e-07,fakeA_lbd_10
A180423.171854.dat.png,0.07788315415382385,fakeA_lbd_10
A180424.143904.dat.png,2.7311022284663315e-19,fakeA_lbd_10
A180424.170856.dat.png,1.0754295370896116e-10,fakeA_lbd_10
A180426.161247.dat.png,0.00047800986794754863,fakeA_lbd_10
A181127.182517.dat.png,8.503692470185342e-07,fakeA_lbd_10
A181127.193406.dat.png,1.785194769787779e-10,fakeA_lbd_10
A181127.210007.dat.png,4.71400093168383e-15,fakeA_lbd_10
A190320.073839.dat.png,0.9969362020492554,fakeA_lbd_10
A190320.094652.dat.png,3.142022464430738e-08,fakeA_lbd_10
A190320.103809.dat.png,1.685906880766197e-07,fakeA_lbd_10
A190320.115504.dat.png,3.3940409593924414e-06,fakeA_lbd_10
A190320.145437.dat.png,1.1979982696222615e-16,fakeA_lbd_10
A190320.161131.dat.png,7.227970399981132e-08,fakeA_lbd_10
A190320.163709.dat.png,3.689846822182985e-13,fakeA_lbd_10
A190320.185222.dat.png,2.310672789462842e-05,fakeA_lbd_10
A190324.150721.dat.png,1.3981368738313904e-06,fakeA_lbd_10
A190324.155828.dat.png,3.532153641572222e-05,fakeA_lbd_10
A190324.162402.dat.png,0.00011445150448707864,fakeA_lbd_10
A190324.215349.dat.png,7.292573627637466e-06,fakeA_lbd_10
A190324.221927.dat.png,1.1080488775405684e-06,fakeA_lbd_10
A190324.231045.dat.png,1.1505619113449939e-05,fakeA_lbd_10
A190324.234454.dat.png,3.2233804176939884e-06,fakeA_lbd_10
A190325.021848.dat.png,0.005045723170042038,fakeA_lbd_10
A190325.033545.dat.png,0.15734653174877167,fakeA_lbd_10
A190325.040124.dat.png,3.719617598108016e-05,fakeA_lbd_10
A190325.051821.dat.png,5.135191383232041e-09,fakeA_lbd_10
A190325.060939.dat.png,5.7809483422488483e-08,fakeA_lbd_10
A190325.072636.dat.png,0.9899553060531616,fakeA_lbd_10
A190325.085355.dat.png,6.369337768319383e-08,fakeA_lbd_10
A190325.091933.dat.png,2.8079966130079015e-10,fakeA_lbd_10
A190325.101048.dat.png,1.7552917341845387e-08,fakeA_lbd_10
A190325.110204.dat.png,2.1640964575908583e-08,fakeA_lbd_10
A190325.143142.dat.png,2.0563875295920298e-05,fakeA_lbd_10
A190325.161417.dat.png,0.12614375352859497,fakeA_lbd_10
A190325.163956.dat.png,0.9999526739120483,fakeA_lbd_10
A190325.173113.dat.png,5.668409598683598e-16,fakeA_lbd_10
A190403.003554.dat.png,1.5948241262764978e-13,fakeA_lbd_10
A190403.021742.dat.png,1.0784866333324317e-09,fakeA_lbd_10
A190403.035929.dat.png,5.396520919020986e-07,fakeA_lbd_10
A190409.013629.dat.png,0.0005804066895507276,fakeA_lbd_10
A190409.025300.dat.png,1.401302324666176e-05,fakeA_lbd_10
A190409.040931.dat.png,0.07188471406698227,fakeA_lbd_10
A190409.055131.dat.png,1.5471172520181709e-12,fakeA_lbd_10
A190409.061701.dat.png,2.5064731936703293e-15,fakeA_lbd_10
A190409.070801.dat.png,9.845936999736127e-13,fakeA_lbd_10
A190815.080130.dat.png,1.0,fakeA_lbd_10
A190815.090040.dat.png,2.499339588067672e-16,fakeA_lbd_10
A190815.093108.dat.png,2.866504192358509e-22,fakeA_lbd_10
A190815.103202.dat.png,0.9999990463256836,fakeA_lbd_10
A190815.114809.dat.png,1.0,fakeA_lbd_10
A190818.134118.dat.png,1.0798055027967144e-25,fakeA_lbd_10
A190818.142158.dat.png,2.542984635844937e-22,fakeA_lbd_10
A190818.180521.dat.png,0.9999966621398926,fakeA_lbd_10
A190818.182539.dat.png,1.0,fakeA_lbd_10
A190818.190618.dat.png,1.0,fakeA_lbd_10
A190823.214151.dat.png,9.921572200255468e-05,fakeA_lbd_10
A190824.000334.dat.png,5.974794112262316e-05,fakeA_lbd_10
A190824.044700.dat.png,1.1009770455929764e-32,fakeA_lbd_10
A191211.113259.dat.png,5.9206925584476267e-08,fakeA_lbd_10
A191211.165442.dat.png,1.0374895888214105e-23,fakeA_lbd_10
A191211.171942.dat.png,2.5717951588655744e-20,fakeA_lbd_10
A200611.112912.dat.png,1.1805837374367911e-07,fakeA_lbd_10
A200611.115036.dat.png,5.66765407938874e-08,fakeA_lbd_10
A200611.133733.dat.png,4.952271865477087e-06,fakeA_lbd_10
A200611.144133.dat.png,4.913424092473598e-25,fakeA_lbd_10
A200611.154533.dat.png,8.17076306702802e-06,fakeA_lbd_10
A200815.040816.dat.png,2.1028878638418291e-10,fakeA_lbd_10
A200815.072035.dat.png,1.3332159505905814e-22,fakeA_lbd_10
A200815.100414.dat.png,1.0,fakeA_lbd_10
A200815.102534.dat.png,1.0,fakeA_lbd_10
A200815.104658.dat.png,1.0,fakeA_lbd_10
A200815.125523.dat.png,0.7160567045211792,fakeA_lbd_10
A200815.131647.dat.png,0.4037976861000061,fakeA_lbd_10
A200815.152514.dat.png,1.1759838979344406e-12,fakeA_lbd_10
A200815.171216.dat.png,4.143523447614671e-16,fakeA_lbd_10
A201007.210752.dat.png,0.03900577872991562,fakeA_lbd_10
A201007.214511.dat.png,0.037278179079294205,fakeA_lbd_10
A201010.013140.dat.png,0.001025593956001103,fakeA_lbd_10
A201010.030444.dat.png,0.000813377439044416,fakeA_lbd_10
A201010.051428.dat.png,0.0029037168715149164,fakeA_lbd_10
A201010.092238.dat.png,1.326528947451222e-12,fakeA_lbd_10
A201010.115743.dat.png,0.38983774185180664,fakeA_lbd_10
A201010.194159.dat.png,0.0002667928347364068,fakeA_lbd_10
A201010.231450.dat.png,0.003338725073263049,fakeA_lbd_10
A201011.000638.dat.png,0.005675322376191616,fakeA_lbd_10
A201011.052305.dat.png,0.0006083864136599004,fakeA_lbd_10
A201011.095323.dat.png,0.002449178136885166,fakeA_lbd_10
A201105.164111.dat.png,0.9999997615814209,fakeA_lbd_10
A201105.212538.dat.png,5.496864356920039e-15,fakeA_lbd_10
A201107.195908.dat.png,4.028392996524912e-23,fakeA_lbd_10
A201107.220854.dat.png,1.1290418605461663e-13,fakeA_lbd_10
A201107.223259.dat.png,1.0366116263440216e-15,fakeA_lbd_10
A201108.012746.dat.png,0.35366517305374146,fakeA_lbd_10
A201108.021556.dat.png,4.884765530732693e-06,fakeA_lbd_10
A201108.051043.dat.png,6.981539968364814e-08,fakeA_lbd_10
A201112.141858.dat.png,0.999996542930603,fakeA_lbd_10
A201112.150637.dat.png,0.9999948740005493,fakeA_lbd_10
A201112.173304.dat.png,0.9999997615814209,fakeA_lbd_10
A201112.175653.dat.png,0.9999997615814209,fakeA_lbd_10
A201112.211708.dat.png,7.634985331472182e-31,fakeA_lbd_10
A201113.160034.dat.png,0.009568965993821621,fakeA_lbd_10
A201113.185507.dat.png,0.6724898219108582,fakeA_lbd_10
A201113.210446.dat.png,0.9999904632568359,fakeA_lbd_10
A201113.221944.dat.png,0.9999411106109619,fakeA_lbd_10
A201113.224333.dat.png,0.9998996257781982,fakeA_lbd_10
A201113.233442.dat.png,0.9997410178184509,fakeA_lbd_10
A201114.042118.dat.png,2.392845921406206e-09,fakeA_lbd_10
A201114.133340.dat.png,0.99947589635849,fakeA_lbd_10
A201114.162521.dat.png,0.9999887943267822,fakeA_lbd_10
A201114.212129.dat.png,0.00429228600114584,fakeA_lbd_10
A201116.145346.dat.png,1.2828916595708506e-08,fakeA_lbd_10
A201116.163233.dat.png,2.3200618670671247e-07,fakeA_lbd_10
A201116.224355.dat.png,0.9999138116836548,fakeA_lbd_10
A201116.233133.dat.png,0.9999459981918335,fakeA_lbd_10
A201117.213826.dat.png,6.596644341883007e-10,fakeA_lbd_10
A201117.222815.dat.png,5.022369187202003e-10,fakeA_lbd_10
A201118.023255.dat.png,6.856678003153149e-10,fakeA_lbd_10
A201118.035815.dat.png,4.756788851700833e-10,fakeA_lbd_10
A201118.045613.dat.png,1.1289466032209181e-14,fakeA_lbd_10
A201118.062133.dat.png,3.4349563666960296e-24,fakeA_lbd_10
A201118.100255.dat.png,1.185595094321812e-10,fakeA_lbd_10
A201118.152630.dat.png,8.485871205721196e-08,fakeA_lbd_10
A201118.155401.dat.png,2.8139872654264764e-09,fakeA_lbd_10
A201118.174050.dat.png,1.7294494725206278e-09,fakeA_lbd_10
A201118.183549.dat.png,1.1297169738587e-23,fakeA_lbd_10
A201120.095818.dat.png,2.344956919841934e-05,fakeA_lbd_10
A201120.145302.dat.png,0.059646811336278915,fakeA_lbd_10
A201120.193313.dat.png,0.0006577461608685553,fakeA_lbd_10
A201120.195723.dat.png,2.838656109815929e-05,fakeA_lbd_10
A201120.202133.dat.png,9.16440967557719e-09,fakeA_lbd_10
A201120.212243.dat.png,2.8299319318645117e-30,fakeA_lbd_10
A201212.092545.dat.png,0.0026569839101284742,fakeA_lbd_10
